from,to,val
BostonPM,cpantesters,1
BostonPM,perl_mongers,1
brian_d_foy,merlyn,1
brian_d_foy,perl_api,1
brian_d_foy,perlbpbook,1
brian_d_foy,perlcritic,1
brian_d_foy,pudgenet,1
brian_d_foy,perljobs,1
brian_d_foy,BostonPM,1
brian_d_foy,Ptolemarch,1
houstonpm,perlbuzz,1
houstonpm,perlfoundation,1
EccentricFlower,genehack,1
EccentricFlower,danlyke,1
EccentricFlower,kiphampton,1
novapatch,friedo,1
novapatch,genehack,1
novapatch,perigrin,1
novapatch,sartak,1
novapatch,pjf,1
novapatch,pdcawley,1
novapatch,brianwisti,1
novapatch,keiosu,1
novapatch,OvidPerl,1
novapatch,allisonrandal,1
novapatch,sheeshee,1
novapatch,frioux,1
novapatch,xdg,1
novapatch,rabcyr,1
novapatch,olafalders,1
novapatch,perlfoundation,1
novapatch,vmbrasseur,1
novapatch,TimToady,1
novapatch,briandfoy_perl,1
novapatch,shadowcat_mst,1
novapatch,houseabsolute,1
novapatch,mjdominus,1
novapatch,neilbowers,1
novapatch,metacpan,1
novapatch,Ptolemarch,1
novapatch,YAPCNA,1
novapatch,joelaberger,1
novapatch,stevanlittle,1
novapatch,PerlSawyer,1
novapatch,iinteractive,1
Paul_Kinlan,SlackHQ,1
pghpw,davorg,1
pghpw,petdance,1
pghpw,merlyn,1
pghpw,theory,1
pghpw,miyagawa,1
pghpw,genehack,1
pghpw,ingydotnet,1
pghpw,perigrin,1
pghpw,gnat,1
pghpw,AndyArmstrong,1
pghpw,pkrumins,1
pghpw,scrottie,1
pghpw,sartak,1
pghpw,schwern,1
pghpw,twiki,1
pghpw,pjf,1
pghpw,sungo,1
pghpw,pdcawley,1
pghpw,aaroncrane,1
pghpw,perlbuzz,1
pghpw,keiosu,1
pghpw,OvidPerl,1
pghpw,timbunce,1
pghpw,allisonrandal,1
pghpw,missbarbell,1
pghpw,kraih,1
pghpw,frioux,1
pghpw,chromatic_x,1
pghpw,Reini_Urban,1
pghpw,perlbpbook,1
pghpw,perlcritic,1
pghpw,xdg,1
pghpw,szabgab,1
pghpw,kiphampton,1
pghpw,olafalders,1
pghpw,dbix_class,1
pghpw,gizmomathboy,1
pghpw,shadowcat_mdk,1
pghpw,perlfoundation,1
pghpw,TimToady,1
pghpw,BostonPM,1
pghpw,briandfoy_perl,1
pghpw,novapatch,1
pghpw,shadowcat_mst,1
pghpw,mjdominus,1
pghpw,metacpan,1
pghpw,perlironman,1
pghpw,Ptolemarch,1
pghpw,YAPCNA,1
pghpw,stevanlittle,1
pghpw,iinteractive,1
pghpw,PerlTricks,1
shadowcat_mst,ingydotnet,1
shadowcat_mst,perigrin,1
shadowcat_mst,scrottie,1
shadowcat_mst,sungo,1
shadowcat_mst,pdcawley,1
shadowcat_mst,timbunce,1
shadowcat_mst,sheeshee,1
shadowcat_mst,frioux,1
shadowcat_mst,chromatic_x,1
shadowcat_mst,xdg,1
shadowcat_mst,rabcyr,1
shadowcat_mst,dbix_class,1
shadowcat_mst,shadowcat_mdk,1
shadowcat_mst,perlfoundation,1
shadowcat_mst,vmbrasseur,1
shadowcat_mst,TimToady,1
shadowcat_mst,novapatch,1
shadowcat_mst,ribasushi,1
shadowcat_mst,neilbowers,1
shadowcat_mst,perlironman,1
shadowcat_mst,joelaberger,1
shadowcat_mst,stevanlittle,1
carpecrustum,petdance,1
carpecrustum,perlbuzz,1
carpecrustum,briandfoy_perl,1
carpecrustum,PerlWeekly,1
carpecrustum,BuiltinPerl,1
dotandimet,davorg,1
dotandimet,petdance,1
dotandimet,merlyn,1
dotandimet,friedo,1
dotandimet,theory,1
dotandimet,miyagawa,1
dotandimet,genehack,1
dotandimet,ingydotnet,1
dotandimet,perigrin,1
dotandimet,trg404,1
dotandimet,gnat,1
dotandimet,scrottie,1
dotandimet,sartak,1
dotandimet,schwern,1
dotandimet,pjf,1
dotandimet,sungo,1
dotandimet,pdcawley,1
dotandimet,brianwisti,1
dotandimet,aaroncrane,1
dotandimet,perlbuzz,1
dotandimet,OvidPerl,1
dotandimet,timbunce,1
dotandimet,allisonrandal,1
dotandimet,missbarbell,1
dotandimet,sheeshee,1
dotandimet,kraih,1
dotandimet,frioux,1
dotandimet,chromatic_x,1
dotandimet,sinan_unur,1
dotandimet,leon_timmermans,1
dotandimet,xdg,1
dotandimet,szabgab,1
dotandimet,preaction,1
dotandimet,rabcyr,1
dotandimet,olafalders,1
dotandimet,dbix_class,1
dotandimet,shadowcat_mdk,1
dotandimet,perlfoundation,1
dotandimet,vmbrasseur,1
dotandimet,TimToady,1
dotandimet,briandfoy_perl,1
dotandimet,novapatch,1
dotandimet,PlanetPerl,1
dotandimet,shadowcat_mst,1
dotandimet,houseabsolute,1
dotandimet,ribasushi,1
dotandimet,mjdominus,1
dotandimet,neilbowers,1
dotandimet,metacpan,1
dotandimet,oss_pl,1
dotandimet,Ptolemarch,1
dotandimet,PerlWeekly,1
dotandimet,yapceu,1
dotandimet,joelaberger,1
dotandimet,stevanlittle,1
dotandimet,loltimo,1
dotandimet,PerlSawyer,1
dotandimet,PerlDaily,1
dotandimet,BuiltinPerl,1
dotandimet,cpantesters,1
houseabsolute,davorg,1
houseabsolute,petdance,1
houseabsolute,friedo,1
houseabsolute,theory,1
houseabsolute,miyagawa,1
houseabsolute,genehack,1
houseabsolute,ingydotnet,1
houseabsolute,perigrin,1
houseabsolute,AndyArmstrong,1
houseabsolute,sartak,1
houseabsolute,pjf,1
houseabsolute,pdcawley,1
houseabsolute,keiosu,1
houseabsolute,OvidPerl,1
houseabsolute,timbunce,1
houseabsolute,missbarbell,1
houseabsolute,rsrchboy,1
houseabsolute,chromatic_x,1
houseabsolute,leon_timmermans,1
houseabsolute,xdg,1
houseabsolute,szabgab,1
houseabsolute,CSJewellPerl,1
houseabsolute,olafalders,1
houseabsolute,shadowcat_mdk,1
houseabsolute,briandfoy_perl,1
houseabsolute,novapatch,1
houseabsolute,shadowcat_mst,1
houseabsolute,mjdominus,1
houseabsolute,neilbowers,1
houseabsolute,YAPCNA,1
houseabsolute,PerlWeekly,1
houseabsolute,joelaberger,1
houseabsolute,stevanlittle,1
houseabsolute,PerlSawyer,1
sfperlmongers,davorg,1
sfperlmongers,petdance,1
sfperlmongers,merlyn,1
sfperlmongers,friedo,1
sfperlmongers,theory,1
sfperlmongers,miyagawa,1
sfperlmongers,ingydotnet,1
sfperlmongers,perigrin,1
sfperlmongers,AndyArmstrong,1
sfperlmongers,schwern,1
sfperlmongers,pjf,1
sfperlmongers,pdcawley,1
sfperlmongers,perlbuzz,1
sfperlmongers,thaljef,1
sfperlmongers,keiosu,1
sfperlmongers,OvidPerl,1
sfperlmongers,timbunce,1
sfperlmongers,allisonrandal,1
sfperlmongers,missbarbell,1
sfperlmongers,chromatic_x,1
sfperlmongers,Reini_Urban,1
sfperlmongers,perlbpbook,1
sfperlmongers,perlcritic,1
sfperlmongers,xdg,1
sfperlmongers,szabgab,1
sfperlmongers,olafalders,1
sfperlmongers,shadowcat_mdk,1
sfperlmongers,perlfoundation,1
sfperlmongers,vmbrasseur,1
sfperlmongers,TimToady,1
sfperlmongers,BostonPM,1
sfperlmongers,briandfoy_perl,1
sfperlmongers,pghpw,1
sfperlmongers,shadowcat_mst,1
sfperlmongers,SVPerl,1
sfperlmongers,PerlDancer,1
sfperlmongers,mjdominus,1
sfperlmongers,metacpan,1
sfperlmongers,YAPCNA,1
sfperlmongers,PerlWeekly,1
sfperlmongers,PerlSawyer,1
sfperlmongers,PerlTricks,1
sfperlmongers,BuiltinPerl,1
PurduePM,genehack,1
PurduePM,gnat,1
PurduePM,perlbuzz,1
PurduePM,szabgab,1
PurduePM,gizmomathboy,1
PurduePM,perlfoundation,1
PurduePM,TimToady,1
PurduePM,BostonPM,1
PurduePM,houstonpm,1
PurduePM,briandfoy_perl,1
PurduePM,pghpw,1
PurduePM,sfperlmongers,1
PurduePM,SVPerl,1
PurduePM,metacpan,1
PurduePM,perlironman,1
PurduePM,oss_pl,1
PurduePM,YAPCNA,1
PurduePM,PerlWeekly,1
PurduePM,yapceu,1
PurduePM,barcelonapm,1
PurduePM,PerlSawyer,1
PurduePM,PerlTricks,1
PurduePM,PerlDaily,1
PurduePM,perl_mongers,1
PurduePM,PerlRegex,1
PurduePM,rperlcompiler,1
PurduePM,RepOfCoders,1
PurduePM,perl_fan,1
SVPerl,ingydotnet,1
SVPerl,twiki,1
SVPerl,perlbuzz,1
SVPerl,thaljef,1
SVPerl,chromatic_x,1
SVPerl,perlbpbook,1
SVPerl,perlcritic,1
SVPerl,perlfoundation,1
SVPerl,TimToady,1
SVPerl,briandfoy_perl,1
SVPerl,sfperlmongers,1
SVPerl,metacpan,1
SVPerl,YAPCNA,1
SVPerl,PerlWeekly,1
SVPerl,PerlTricks,1
SVPerl,ThePerlShop,1
SVPerl,PerlDaily,1
SVPerl,BuiltinPerl,1
SVPerl,PerlRegex,1
PerlDancer,YAPCNA,1
PerlDancer,stevanlittle,1
PerlDancer,PerlSawyer,1
mjdominus,gnat,1
mjdominus,aaroncrane,1
mjdominus,perlbuzz,1
mjdominus,keiosu,1
mjdominus,allisonrandal,1
mjdominus,frioux,1
mjdominus,perlfoundation,1
mjdominus,TimToady,1
mjdominus,pghpw,1
mjdominus,PerlWeekly,1
mjdominus,stevanlittle,1
mjdominus,PerlSawyer,1
mjdominus,PerlTricks,1
neilbowers,davorg,1
neilbowers,theory,1
neilbowers,miyagawa,1
neilbowers,genehack,1
neilbowers,ingydotnet,1
neilbowers,AndyArmstrong,1
neilbowers,pjf,1
neilbowers,brianwisti,1
neilbowers,aaroncrane,1
neilbowers,perlbuzz,1
neilbowers,thaljef,1
neilbowers,keiosu,1
neilbowers,OvidPerl,1
neilbowers,timbunce,1
neilbowers,missbarbell,1
neilbowers,sheeshee,1
neilbowers,rsrchboy,1
neilbowers,kraih,1
neilbowers,frioux,1
neilbowers,chromatic_x,1
neilbowers,leon_timmermans,1
neilbowers,xdg,1
neilbowers,szabgab,1
neilbowers,preaction,1
neilbowers,olafalders,1
neilbowers,shadowcat_mdk,1
neilbowers,perlfoundation,1
neilbowers,vmbrasseur,1
neilbowers,brian_d_foy,1
neilbowers,briandfoy_perl,1
neilbowers,novapatch,1
neilbowers,shadowcat_mst,1
neilbowers,houseabsolute,1
neilbowers,ribasushi,1
neilbowers,mjdominus,1
neilbowers,metacpan,1
neilbowers,YAPCNA,1
neilbowers,PerlWeekly,1
neilbowers,yapceu,1
neilbowers,joelaberger,1
neilbowers,stevanlittle,1
neilbowers,PerlSawyer,1
neilbowers,iinteractive,1
neilbowers,PerlTricks,1
neilbowers,ThePerlShop,1
neilbowers,PerlDaily,1
neilbowers,BuiltinPerl,1
neilbowers,cpantesters,1
neilbowers,perl_mongers,1
rescuedbycode,perlbuzz,1
rescuedbycode,perlfoundation,1
rescuedbycode,briandfoy_perl,1
rescuedbycode,RegexTip,1
rescuedbycode,PurduePM,1
tommystanton,davorg,1
tommystanton,petdance,1
tommystanton,merlyn,1
tommystanton,friedo,1
tommystanton,miyagawa,1
tommystanton,genehack,1
tommystanton,ingydotnet,1
tommystanton,perigrin,1
tommystanton,AndyArmstrong,1
tommystanton,scrottie,1
tommystanton,spazm,1
tommystanton,sartak,1
tommystanton,schwern,1
tommystanton,pjf,1
tommystanton,sungo,1
tommystanton,pdcawley,1
tommystanton,brianwisti,1
tommystanton,perlbuzz,1
tommystanton,thaljef,1
tommystanton,mnlagrasta,1
tommystanton,keiosu,1
tommystanton,OvidPerl,1
tommystanton,timbunce,1
tommystanton,allisonrandal,1
tommystanton,missbarbell,1
tommystanton,sheeshee,1
tommystanton,rsrchboy,1
tommystanton,kraih,1
tommystanton,frioux,1
tommystanton,chromatic_x,1
tommystanton,sinan_unur,1
tommystanton,Reini_Urban,1
tommystanton,leon_timmermans,1
tommystanton,xdg,1
tommystanton,szabgab,1
tommystanton,preaction,1
tommystanton,Yakpi,1
tommystanton,dbix_class,1
tommystanton,shadowcat_mdk,1
tommystanton,perlfoundation,1
tommystanton,vmbrasseur,1
tommystanton,TimToady,1
tommystanton,brian_d_foy,1
tommystanton,briandfoy_perl,1
tommystanton,novapatch,1
tommystanton,pghpw,1
tommystanton,shadowcat_mst,1
tommystanton,houseabsolute,1
tommystanton,ribasushi,1
tommystanton,mjdominus,1
tommystanton,neilbowers,1
tommystanton,metacpan,1
tommystanton,perlironman,1
tommystanton,YAPCNA,1
tommystanton,PerlWeekly,1
tommystanton,joelaberger,1
tommystanton,stevanlittle,1
tommystanton,shadow_dot_cat,1
tommystanton,markjgardner,1
tommystanton,PerlSawyer,1
tommystanton,iinteractive,1
tommystanton,PerlTricks,1
tommystanton,pwb712,1
tommystanton,ThePerlShop,1
tommystanton,BuiltinPerl,1
tommystanton,cpantesters,1
tommystanton,perl__dp,1
tommystanton,perl_mongers,1
metacpan,davorg,1
metacpan,petdance,1
metacpan,merlyn,1
metacpan,friedo,1
metacpan,theory,1
metacpan,miyagawa,1
metacpan,genehack,1
metacpan,ingydotnet,1
metacpan,perigrin,1
metacpan,AndyArmstrong,1
metacpan,scrottie,1
metacpan,sartak,1
metacpan,schwern,1
metacpan,pjf,1
metacpan,sungo,1
metacpan,pdcawley,1
metacpan,brianwisti,1
metacpan,aaroncrane,1
metacpan,perlbuzz,1
metacpan,thaljef,1
metacpan,keiosu,1
metacpan,OvidPerl,1
metacpan,timbunce,1
metacpan,allisonrandal,1
metacpan,missbarbell,1
metacpan,sheeshee,1
metacpan,rsrchboy,1
metacpan,kraih,1
metacpan,frioux,1
metacpan,chromatic_x,1
metacpan,Reini_Urban,1
metacpan,perlcritic,1
metacpan,leon_timmermans,1
metacpan,xdg,1
metacpan,szabgab,1
metacpan,kiphampton,1
metacpan,CSJewellPerl,1
metacpan,olafalders,1
metacpan,dbix_class,1
metacpan,shadowcat_mdk,1
metacpan,perlfoundation,1
metacpan,vmbrasseur,1
metacpan,TimToady,1
metacpan,BostonPM,1
metacpan,brian_d_foy,1
metacpan,briandfoy_perl,1
metacpan,novapatch,1
metacpan,pghpw,1
metacpan,shadowcat_mst,1
metacpan,dotandimet,1
metacpan,houseabsolute,1
metacpan,sfperlmongers,1
metacpan,ribasushi,1
metacpan,SVPerl,1
metacpan,PerlDancer,1
metacpan,mjdominus,1
metacpan,neilbowers,1
metacpan,tommystanton,1
metacpan,perlironman,1
metacpan,Ptolemarch,1
metacpan,YAPCNA,1
metacpan,PerlWeekly,1
metacpan,yapceu,1
metacpan,joelaberger,1
metacpan,stevanlittle,1
metacpan,shadow_dot_cat,1
metacpan,markjgardner,1
metacpan,PerlRick,1
metacpan,PerlSawyer,1
metacpan,iinteractive,1
metacpan,PerlTricks,1
metacpan,pwb712,1
metacpan,ThePerlShop,1
metacpan,PerlDaily,1
metacpan,BuiltinPerl,1
metacpan,cpantesters,1
metacpan,perl_mongers,1
metacpan,rperlcompiler,1
Ptolemarch,davorg,1
Ptolemarch,petdance,1
Ptolemarch,merlyn,1
Ptolemarch,friedo,1
Ptolemarch,theory,1
Ptolemarch,miyagawa,1
Ptolemarch,genehack,1
Ptolemarch,ingydotnet,1
Ptolemarch,perigrin,1
Ptolemarch,trg404,1
Ptolemarch,gnat,1
Ptolemarch,scrottie,1
Ptolemarch,spazm,1
Ptolemarch,sartak,1
Ptolemarch,schwern,1
Ptolemarch,pdcawley,1
Ptolemarch,brianwisti,1
Ptolemarch,aaroncrane,1
Ptolemarch,perlbuzz,1
Ptolemarch,keiosu,1
Ptolemarch,OvidPerl,1
Ptolemarch,timbunce,1
Ptolemarch,allisonrandal,1
Ptolemarch,missbarbell,1
Ptolemarch,sheeshee,1
Ptolemarch,chromatic_x,1
Ptolemarch,perlcritic,1
Ptolemarch,leon_timmermans,1
Ptolemarch,xdg,1
Ptolemarch,szabgab,1
Ptolemarch,kiphampton,1
Ptolemarch,pudgenet,1
Ptolemarch,preaction,1
Ptolemarch,rabcyr,1
Ptolemarch,olafalders,1
Ptolemarch,dbix_class,1
Ptolemarch,gizmomathboy,1
Ptolemarch,shadowcat_mdk,1
Ptolemarch,perlfoundation,1
Ptolemarch,vmbrasseur,1
Ptolemarch,TimToady,1
Ptolemarch,brian_d_foy,1
Ptolemarch,briandfoy_perl,1
Ptolemarch,RegexTip,1
Ptolemarch,novapatch,1
Ptolemarch,pghpw,1
Ptolemarch,shadowcat_mst,1
Ptolemarch,dotandimet,1
Ptolemarch,houseabsolute,1
Ptolemarch,sfperlmongers,1
Ptolemarch,PurduePM,1
Ptolemarch,PerlDancer,1
Ptolemarch,mjdominus,1
Ptolemarch,neilbowers,1
Ptolemarch,metacpan,1
Ptolemarch,YAPCNA,1
Ptolemarch,PerlWeekly,1
Ptolemarch,joelaberger,1
Ptolemarch,stevanlittle,1
Ptolemarch,shadow_dot_cat,1
Ptolemarch,markjgardner,1
Ptolemarch,PerlSawyer,1
Ptolemarch,iinteractive,1
Ptolemarch,PerlTricks,1
Ptolemarch,pwb712,1
Ptolemarch,ThePerlShop,1
Ptolemarch,PerlDaily,1
Ptolemarch,BuiltinPerl,1
Ptolemarch,cpantesters,1
Ptolemarch,perl_mongers,1
Ptolemarch,RepOfCoders,1
YAPCNA,davorg,1
YAPCNA,petdance,1
YAPCNA,merlyn,1
YAPCNA,theory,1
YAPCNA,miyagawa,1
YAPCNA,genehack,1
YAPCNA,perigrin,1
YAPCNA,trg404,1
YAPCNA,AndyArmstrong,1
YAPCNA,scrottie,1
YAPCNA,sartak,1
YAPCNA,pjf,1
YAPCNA,sungo,1
YAPCNA,pdcawley,1
YAPCNA,aaroncrane,1
YAPCNA,perlbuzz,1
YAPCNA,thaljef,1
YAPCNA,keiosu,1
YAPCNA,OvidPerl,1
YAPCNA,timbunce,1
YAPCNA,allisonrandal,1
YAPCNA,missbarbell,1
YAPCNA,kraih,1
YAPCNA,frioux,1
YAPCNA,chromatic_x,1
YAPCNA,Reini_Urban,1
YAPCNA,perlcritic,1
YAPCNA,leon_timmermans,1
YAPCNA,xdg,1
YAPCNA,szabgab,1
YAPCNA,kiphampton,1
YAPCNA,CSJewellPerl,1
YAPCNA,olafalders,1
YAPCNA,dbix_class,1
YAPCNA,gizmomathboy,1
YAPCNA,shadowcat_mdk,1
YAPCNA,perlfoundation,1
YAPCNA,vmbrasseur,1
YAPCNA,TimToady,1
YAPCNA,briandfoy_perl,1
YAPCNA,novapatch,1
YAPCNA,pghpw,1
YAPCNA,shadowcat_mst,1
YAPCNA,houseabsolute,1
YAPCNA,ribasushi,1
YAPCNA,neilbowers,1
YAPCNA,metacpan,1
YAPCNA,Ptolemarch,1
YAPCNA,PerlWeekly,1
YAPCNA,yapceu,1
YAPCNA,stevanlittle,1
YAPCNA,shadow_dot_cat,1
YAPCNA,markjgardner,1
YAPCNA,PerlSawyer,1
YAPCNA,iinteractive,1
YAPCNA,PerlDaily,1
YAPCNA,BuiltinPerl,1
YAPCNA,cpantesters,1
PerlWeekly,twiki,1
PerlWeekly,perlbuzz,1
PerlWeekly,perlcritic,1
PerlWeekly,szabgab,1
PerlWeekly,dbix_class,1
PerlWeekly,perlfoundation,1
PerlWeekly,TimToady,1
PerlWeekly,pghpw,1
PerlWeekly,sfperlmongers,1
PerlWeekly,PurduePM,1
PerlWeekly,SVPerl,1
PerlWeekly,PerlDancer,1
PerlWeekly,metacpan,1
PerlWeekly,culturedperl,1
PerlWeekly,YAPCNA,1
PerlWeekly,yapceu,1
PerlWeekly,PerlDaily,1
PerlWeekly,cpantesters,1
PerlWeekly,perl_mongers,1
yapceu,davorg,1
yapceu,petdance,1
yapceu,merlyn,1
yapceu,friedo,1
yapceu,theory,1
yapceu,miyagawa,1
yapceu,genehack,1
yapceu,ingydotnet,1
yapceu,perigrin,1
yapceu,AndyArmstrong,1
yapceu,john_bokma,1
yapceu,perl_api,1
yapceu,sartak,1
yapceu,twiki,1
yapceu,pjf,1
yapceu,sungo,1
yapceu,pdcawley,1
yapceu,brianwisti,1
yapceu,aaroncrane,1
yapceu,perlbuzz,1
yapceu,thaljef,1
yapceu,sweth,1
yapceu,keiosu,1
yapceu,OvidPerl,1
yapceu,timbunce,1
yapceu,allisonrandal,1
yapceu,missbarbell,1
yapceu,sheeshee,1
yapceu,rsrchboy,1
yapceu,kraih,1
yapceu,frioux,1
yapceu,chromatic_x,1
yapceu,Reini_Urban,1
yapceu,PerlStalker,1
yapceu,perlbpbook,1
yapceu,perlcritic,1
yapceu,leon_timmermans,1
yapceu,xdg,1
yapceu,szabgab,1
yapceu,kiphampton,1
yapceu,preaction,1
yapceu,CSJewellPerl,1
yapceu,Yakpi,1
yapceu,rabcyr,1
yapceu,olafalders,1
yapceu,dbix_class,1
yapceu,gizmomathboy,1
yapceu,shadowcat_mdk,1
yapceu,perlfoundation,1
yapceu,vmbrasseur,1
yapceu,TimToady,1
yapceu,BostonPM,1
yapceu,brian_d_foy,1
yapceu,briandfoy_perl,1
yapceu,RegexTip,1
yapceu,novapatch,1
yapceu,pghpw,1
yapceu,shadowcat_mst,1
yapceu,dotandimet,1
yapceu,houseabsolute,1
yapceu,sfperlmongers,1
yapceu,PurduePM,1
yapceu,ribasushi,1
yapceu,SVPerl,1
yapceu,PerlDancer,1
yapceu,mjdominus,1
yapceu,neilbowers,1
yapceu,tommystanton,1
yapceu,metacpan,1
yapceu,perlironman,1
yapceu,oss_pl,1
yapceu,culturedperl,1
yapceu,Ptolemarch,1
yapceu,YAPCNA,1
yapceu,PerlWeekly,1
yapceu,joelaberger,1
yapceu,stevanlittle,1
yapceu,barcelonapm,1
yapceu,shadow_dot_cat,1
yapceu,markjgardner,1
yapceu,PerlRick,1
yapceu,PerlSawyer,1
yapceu,iinteractive,1
yapceu,PerlTricks,1
yapceu,pwb712,1
yapceu,ThePerlShop,1
yapceu,PerlDaily,1
yapceu,BuiltinPerl,1
yapceu,cpantesters,1
yapceu,perl__dp,1
yapceu,perl_mongers,1
yapceu,PerlRegex,1
yapceu,rperlcompiler,1
yapceu,RepOfCoders,1
joelaberger,davorg,1
joelaberger,petdance,1
joelaberger,merlyn,1
joelaberger,friedo,1
joelaberger,theory,1
joelaberger,miyagawa,1
joelaberger,genehack,1
joelaberger,ingydotnet,1
joelaberger,perigrin,1
joelaberger,trg404,1
joelaberger,sartak,1
joelaberger,schwern,1
joelaberger,pjf,1
joelaberger,sungo,1
joelaberger,aaroncrane,1
joelaberger,perlbuzz,1
joelaberger,mnlagrasta,1
joelaberger,keiosu,1
joelaberger,OvidPerl,1
joelaberger,timbunce,1
joelaberger,missbarbell,1
joelaberger,sheeshee,1
joelaberger,kraih,1
joelaberger,frioux,1
joelaberger,chromatic_x,1
joelaberger,Reini_Urban,1
joelaberger,leon_timmermans,1
joelaberger,xdg,1
joelaberger,szabgab,1
joelaberger,preaction,1
joelaberger,olafalders,1
joelaberger,gizmomathboy,1
joelaberger,shadowcat_mdk,1
joelaberger,perlfoundation,1
joelaberger,vmbrasseur,1
joelaberger,TimToady,1
joelaberger,brian_d_foy,1
joelaberger,briandfoy_perl,1
joelaberger,novapatch,1
joelaberger,shadowcat_mst,1
joelaberger,dotandimet,1
joelaberger,houseabsolute,1
joelaberger,ribasushi,1
joelaberger,mjdominus,1
joelaberger,neilbowers,1
joelaberger,tommystanton,1
joelaberger,metacpan,1
joelaberger,culturedperl,1
joelaberger,Ptolemarch,1
joelaberger,YAPCNA,1
joelaberger,PerlWeekly,1
joelaberger,stevanlittle,1
joelaberger,markjgardner,1
joelaberger,PerlSawyer,1
joelaberger,PerlTricks,1
joelaberger,PerlDaily,1
joelaberger,BuiltinPerl,1
stevanlittle,davorg,1
stevanlittle,petdance,1
stevanlittle,merlyn,1
stevanlittle,friedo,1
stevanlittle,theory,1
stevanlittle,miyagawa,1
stevanlittle,genehack,1
stevanlittle,ingydotnet,1
stevanlittle,perigrin,1
stevanlittle,trg404,1
stevanlittle,AndyArmstrong,1
stevanlittle,scrottie,1
stevanlittle,spazm,1
stevanlittle,sartak,1
stevanlittle,schwern,1
stevanlittle,twiki,1
stevanlittle,pjf,1
stevanlittle,sungo,1
stevanlittle,pdcawley,1
stevanlittle,brianwisti,1
stevanlittle,aaroncrane,1
stevanlittle,perlbuzz,1
stevanlittle,thaljef,1
stevanlittle,keiosu,1
stevanlittle,OvidPerl,1
stevanlittle,timbunce,1
stevanlittle,allisonrandal,1
stevanlittle,missbarbell,1
stevanlittle,sheeshee,1
stevanlittle,rsrchboy,1
stevanlittle,kraih,1
stevanlittle,frioux,1
stevanlittle,chromatic_x,1
stevanlittle,leon_timmermans,1
stevanlittle,xdg,1
stevanlittle,kiphampton,1
stevanlittle,preaction,1
stevanlittle,CSJewellPerl,1
stevanlittle,olafalders,1
stevanlittle,dbix_class,1
stevanlittle,gizmomathboy,1
stevanlittle,shadowcat_mdk,1
stevanlittle,perlfoundation,1
stevanlittle,vmbrasseur,1
stevanlittle,TimToady,1
stevanlittle,brian_d_foy,1
stevanlittle,briandfoy_perl,1
stevanlittle,novapatch,1
stevanlittle,pghpw,1
stevanlittle,shadowcat_mst,1
stevanlittle,houseabsolute,1
stevanlittle,sfperlmongers,1
stevanlittle,ribasushi,1
stevanlittle,PerlDancer,1
stevanlittle,mjdominus,1
stevanlittle,neilbowers,1
stevanlittle,tommystanton,1
stevanlittle,metacpan,1
stevanlittle,perlironman,1
stevanlittle,Ptolemarch,1
stevanlittle,YAPCNA,1
stevanlittle,PerlWeekly,1
stevanlittle,joelaberger,1
stevanlittle,barcelonapm,1
stevanlittle,PerlSawyer,1
stevanlittle,iinteractive,1
stevanlittle,PerlTricks,1
stevanlittle,pwb712,1
stevanlittle,BuiltinPerl,1
stevanlittle,perl_mongers,1
barcelonapm,miyagawa,1
barcelonapm,shadowcat_mdk,1
barcelonapm,perlfoundation,1
barcelonapm,briandfoy_perl,1
barcelonapm,PerlWeekly,1
barcelonapm,yapceu,1
barcelonapm,stevanlittle,1
barcelonapm,shadow_dot_cat,1
barcelonapm,PerlSawyer,1
shadow_dot_cat,chromatic_x,1
shadow_dot_cat,shadowcat_mdk,1
shadow_dot_cat,perlfoundation,1
shadow_dot_cat,shadowcat_mst,1
shadow_dot_cat,perlironman,1
shadow_dot_cat,yapceu,1
markjgardner,petdance,1
markjgardner,merlyn,1
markjgardner,theory,1
markjgardner,miyagawa,1
markjgardner,genehack,1
markjgardner,ingydotnet,1
markjgardner,perigrin,1
markjgardner,trg404,1
markjgardner,gnat,1
markjgardner,AndyArmstrong,1
markjgardner,perl_api,1
markjgardner,scrottie,1
markjgardner,spazm,1
markjgardner,sartak,1
markjgardner,schwern,1
markjgardner,pjf,1
markjgardner,sungo,1
markjgardner,pdcawley,1
markjgardner,brianwisti,1
markjgardner,aaroncrane,1
markjgardner,perlbuzz,1
markjgardner,thaljef,1
markjgardner,keiosu,1
markjgardner,OvidPerl,1
markjgardner,timbunce,1
markjgardner,allisonrandal,1
markjgardner,missbarbell,1
markjgardner,rsrchboy,1
markjgardner,kraih,1
markjgardner,frioux,1
markjgardner,chromatic_x,1
markjgardner,Reini_Urban,1
markjgardner,perlcritic,1
markjgardner,leon_timmermans,1
markjgardner,xdg,1
markjgardner,szabgab,1
markjgardner,kiphampton,1
markjgardner,pudgenet,1
markjgardner,CSJewellPerl,1
markjgardner,rabcyr,1
markjgardner,olafalders,1
markjgardner,dbix_class,1
markjgardner,gizmomathboy,1
markjgardner,shadowcat_mdk,1
markjgardner,perlfoundation,1
markjgardner,vmbrasseur,1
markjgardner,TimToady,1
markjgardner,brian_d_foy,1
markjgardner,houstonpm,1
markjgardner,briandfoy_perl,1
markjgardner,RegexTip,1
markjgardner,novapatch,1
markjgardner,pghpw,1
markjgardner,shadowcat_mst,1
markjgardner,houseabsolute,1
markjgardner,ribasushi,1
